Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,TotalIncome,LogIncome,LogLoanAmount,EMI,LoanToIncomeRatio,IncomePerDependent,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,Loan_Status_Y
3,3522,0.0,81.0,180.0,1.0,3522.0,8.167068178341237,4.406719247264253,0.45,0.022998296422487224,880.5,True,True,True,False,False,False,False
0,5708,5625.0,187.0,360.0,1.0,11333.0,9.335562336729565,5.236441962829949,0.5194444444444445,0.016500485308391422,11333.0,True,True,False,False,True,False,True
0,4344,736.0,87.0,360.0,1.0,5080.0,8.533263371593732,4.477336814478207,0.24166666666666667,0.017125984251968505,5080.0,True,True,True,True,True,False,False
0,3497,1964.0,116.0,360.0,1.0,5461.0,8.60557030203365,4.762173934797756,0.32222222222222224,0.021241530855154733,5461.0,True,True,False,False,False,False,True
2,2045,1619.0,101.0,360.0,1.0,3664.0,8.206583614320753,4.624972813284271,0.28055555555555556,0.027565502183406112,1221.3333333333333,True,True,False,False,False,False,True
3,5516,11300.0,495.0,360.0,0.0,16816.0,9.73014555852275,6.206575926724928,1.375,0.029436251189343482,4204.0,True,True,False,False,True,False,False
1,3750,0.0,116.0,360.0,1.0,3750.0,8.229777750081887,4.762173934797756,0.32222222222222224,0.030933333333333334,1875.0,True,True,False,False,True,False,True
0,2333,1451.0,102.0,480.0,0.0,3784.0,8.23880116587155,4.634728988229636,0.2125,0.026955602536997886,3784.0,True,False,True,False,False,True,False
1,6400,7250.0,180.0,360.0,0.0,13650.0,9.521568058002977,5.198497031265826,0.5,0.013186813186813187,6825.0,True,True,False,False,False,True,False
0,1916,5063.0,67.0,360.0,1.0,6979.0,8.850804195756417,4.219507705176107,0.18611111111111112,0.00960022925920619,6979.0,True,False,False,False,False,False,False
0,4600,0.0,73.0,180.0,1.0,4600.0,8.434028950155469,4.30406509320417,0.40555555555555556,0.015869565217391305,4600.0,True,True,False,False,True,False,True
1,33846,0.0,260.0,360.0,1.0,33846.0,10.429605648120413,5.564520407322694,0.7222222222222222,0.00768185309933227,16923.0,True,True,False,False,True,False,False
0,3625,0.0,108.0,360.0,1.0,3625.0,8.195885391314796,4.6913478822291435,0.3,0.029793103448275862,3625.0,False,True,False,False,True,False,True
0,39147,4750.0,120.0,360.0,1.0,43897.0,10.6896240399389,4.795790545596741,0.3333333333333333,0.0027336720049206094,43897.0,True,True,False,True,True,False,True
1,2178,0.0,66.0,300.0,0.0,2178.0,7.68662133494462,4.204692619390966,0.22,0.030303030303030304,1089.0,True,True,False,True,False,False,False
0,2383,2138.0,58.0,360.0,1.0,4521.0,8.416709652837914,4.07753744390572,0.16111111111111112,0.012829020128290201,4521.0,True,True,False,False,False,False,True
0,674,5296.0,168.0,360.0,1.0,5970.0,8.694669696546992,5.1298987149230735,0.4666666666666667,0.02814070351758794,5970.0,True,True,False,True,False,False,True
0,9328,0.0,188.0,180.0,1.0,9328.0,9.140883106960962,5.241747015059643,1.0444444444444445,0.020154373927958835,9328.0,True,True,False,False,False,False,True
0,4885,0.0,48.0,360.0,1.0,4885.0,8.494129251817686,3.8918202981106265,0.13333333333333333,0.009825997952917094,4885.0,True,False,True,False,False,False,True
0,12000,0.0,164.0,360.0,1.0,12000.0,9.392745258631441,5.10594547390058,0.45555555555555555,0.013666666666666667,12000.0,True,False,False,False,True,False,False
0,6033,0.0,160.0,360.0,1.0,6033.0,8.705165419719007,5.081404364984463,0.4444444444444444,0.026520802254268193,6033.0,True,True,True,False,False,True,False
0,3858,0.0,76.0,360.0,1.0,3858.0,8.258163361537619,4.343805421853684,0.2111111111111111,0.019699326075686883,3858.0,True,False,False,False,True,False,True
0,4191,0.0,120.0,360.0,1.0,4191.0,8.340933226000878,4.795790545596741,0.3333333333333333,0.02863278453829635,4191.0,True,False,False,False,False,False,True
1,3125,2583.0,170.0,360.0,1.0,5708.0,8.64979915596426,5.14166355650266,0.4722222222222222,0.029782761037140854,2854.0,True,True,False,False,True,False,False
0,8333,3750.0,187.0,360.0,1.0,12083.0,9.399637542506563,5.236441962829949,0.5194444444444445,0.015476289001075892,12083.0,True,False,False,False,False,False,True
0,1907,2365.0,120.0,360.0,1.0,4272.0,8.360071435644025,4.795790545596741,0.3333333333333333,0.028089887640449437,4272.0,False,False,True,False,False,True,True
0,3416,2816.0,113.0,360.0,1.0,6232.0,8.73761303680885,4.736198448394496,0.3138888888888889,0.01813222079589217,6232.0,False,True,False,False,True,False,True
0,11000,0.0,83.0,360.0,1.0,11000.0,9.305741456739435,4.430816798843313,0.23055555555555557,0.007545454545454545,11000.0,True,False,False,True,False,True,False
1,2600,2500.0,90.0,360.0,1.0,5100.0,8.537191877922927,4.51085950651685,0.25,0.01764705882352941,2550.0,True,True,True,False,True,False,True
2,4923,0.0,166.0,360.0,0.0,4923.0,8.501876487304344,5.117993812416755,0.46111111111111114,0.03371927686370099,1641.0,True,False,False,False,True,False,True
3,3992,0.0,128.0,180.0,1.0,3992.0,8.292298107063221,4.859812404361672,0.7111111111111111,0.03206412825651302,998.0,True,True,True,False,False,True,False
1,3500,1083.0,135.0,360.0,1.0,4583.0,8.430327258394575,4.912654885736052,0.375,0.029456687759109753,2291.5,True,True,True,False,False,True,True
2,3917,0.0,124.0,360.0,1.0,3917.0,8.273336598504486,4.8283137373023015,0.34444444444444444,0.03165688026550932,1305.6666666666667,True,True,True,False,True,False,True
0,4408,0.0,120.0,360.0,1.0,4408.0,8.391403185357937,4.795790545596741,0.3333333333333333,0.02722323049001815,4408.0,False,False,True,False,True,False,True
0,3244,0.0,80.0,360.0,1.0,3244.0,8.08487062913819,4.394449154672439,0.2222222222222222,0.02466091245376079,3244.0,False,False,False,False,False,True,True
0,3975,2531.0,55.0,360.0,1.0,6506.0,8.780633799494984,4.02535169073515,0.1527777777777778,0.008453735013833385,6506.0,True,False,True,False,False,False,True
0,2479,0.0,59.0,360.0,1.0,2479.0,7.8160138391590275,4.0943445622221,0.1638888888888889,0.02379991932230738,2479.0,True,False,False,False,False,True,True
0,3418,0.0,127.0,360.0,1.0,3418.0,8.137103389639302,4.852030263919617,0.3527777777777778,0.0371562317144529,3418.0,True,False,False,False,True,False,False
0,10000,0.0,214.0,360.0,1.0,10000.0,9.210440366976517,5.3706380281276624,0.5944444444444444,0.0214,10000.0,False,False,False,False,True,False,False
3,3430,1250.0,128.0,360.0,0.0,4680.0,8.45126704130007,4.859812404361672,0.35555555555555557,0.02735042735042735,1170.0,True,True,False,False,True,False,False
1,7787,0.0,240.0,360.0,1.0,7787.0,8.960339366492091,5.484796933490655,0.6666666666666666,0.030820598433286245,3893.5,True,True,False,True,False,True,True
3,5703,0.0,130.0,360.0,1.0,5703.0,8.648922962094131,4.875197323201151,0.3611111111111111,0.02279502016482553,1425.75,True,True,True,True,False,False,True
0,3173,3021.0,137.0,360.0,1.0,6194.0,8.731497794063243,4.927253685157205,0.38055555555555554,0.022118178882789795,6194.0,True,True,False,False,False,True,True
3,3850,983.0,100.0,360.0,1.0,4833.0,8.483429561263428,4.61512051684126,0.2777777777777778,0.02069108214359611,1208.25,True,True,True,False,True,False,True
0,150,1800.0,135.0,360.0,1.0,1950.0,7.576097340623111,4.912654885736052,0.375,0.06923076923076923,1950.0,True,True,False,False,False,False,False
0,3727,1775.0,131.0,360.0,1.0,5502.0,8.613048677059759,4.882801922586371,0.3638888888888889,0.023809523809523808,5502.0,True,True,False,False,True,False,True
2,5000,0.0,72.0,360.0,0.0,5000.0,8.517393171418904,4.290459441148391,0.2,0.0144,1666.6666666666667,True,True,False,False,True,False,False
2,4283,2383.0,127.0,360.0,1.0,6666.0,8.80492526261806,4.852030263919617,0.3527777777777778,0.019051905190519053,2222.0,False,True,False,False,True,False,True
0,2221,0.0,60.0,360.0,0.0,2221.0,7.706162970199576,4.110873864173311,0.16666666666666666,0.0270148581719946,2221.0,True,True,False,False,False,True,False
2,4009,1717.0,116.0,360.0,1.0,5726.0,8.652947112393857,4.762173934797756,0.32222222222222224,0.020258470136220747,1908.6666666666667,True,True,False,False,True,False,True
0,2971,2791.0,144.0,360.0,1.0,5762.0,8.659213451436667,4.976733742420574,0.4,0.024991322457480043,5762.0,True,False,False,False,True,False,True
0,7578,1010.0,175.0,360.0,1.0,8588.0,9.058237593766226,5.170483995038151,0.4861111111111111,0.0203772706101537,8588.0,True,True,False,False,True,False,True
0,6250,0.0,128.0,360.0,1.0,6250.0,8.740496729931813,4.859812404361672,0.35555555555555557,0.02048,6250.0,True,True,False,False,True,False,True
0,3250,0.0,170.0,360.0,1.0,3250.0,8.086717920303906,5.14166355650266,0.4722222222222222,0.052307692307692305,3250.0,True,True,False,False,False,False,False
0,4735,0.0,138.0,360.0,1.0,4735.0,8.462948176563842,4.9344739331306915,0.38333333333333336,0.02914466737064414,4735.0,True,True,True,True,False,True,False
2,6250,1695.0,210.0,360.0,1.0,7945.0,8.980423936374544,5.351858133476067,0.5833333333333334,0.02643171806167401,2648.3333333333335,True,True,False,False,True,False,True
0,4758,0.0,158.0,480.0,1.0,4758.0,8.46779284112111,5.0689042022202315,0.32916666666666666,0.0332072299285414,4758.0,True,True,False,False,True,False,True
0,6400,0.0,200.0,360.0,1.0,6400.0,8.764209507142004,5.303304908059076,0.5555555555555556,0.03125,6400.0,True,False,False,True,False,False,True
1,2491,2054.0,104.0,360.0,1.0,4545.0,8.422003004412488,4.653960350157523,0.28888888888888886,0.02288228822882288,2272.5,True,True,False,False,True,False,True
0,3716,0.0,42.0,180.0,1.0,3716.0,8.220672170297252,3.7612001156935624,0.23333333333333334,0.011302475780409042,3716.0,True,True,False,False,False,False,True
0,3189,2598.0,120.0,360.0,1.0,5787.0,8.663542087751374,4.795790545596741,0.3333333333333333,0.020736132711249352,5787.0,True,False,True,False,False,False,True
0,8333,0.0,280.0,360.0,1.0,8333.0,9.0280988119824,5.638354669333745,0.7777777777777778,0.03360134405376215,8333.0,False,False,False,False,True,False,True
1,3155,1779.0,140.0,360.0,1.0,4934.0,8.504107951867582,4.948759890378168,0.3888888888888889,0.02837454398054317,2467.0,True,True,False,False,True,False,True
1,5500,1260.0,170.0,360.0,1.0,6760.0,8.818926087090677,5.14166355650266,0.4722222222222222,0.02514792899408284,3380.0,True,True,False,False,False,False,True
0,5746,0.0,255.0,360.0,1.0,5746.0,8.656433258507741,5.545177444479562,0.7083333333333334,0.04437869822485207,5746.0,True,True,False,False,False,True,False
0,3463,0.0,122.0,360.0,1.0,3463.0,8.150179269682326,4.812184355372417,0.3388888888888889,0.03522956973722206,3463.0,False,False,False,True,False,True,True
1,3812,0.0,112.0,360.0,1.0,3812.0,8.246171559857563,4.727387818712341,0.3111111111111111,0.02938090241343127,1906.0,False,False,False,False,False,False,True
1,3315,0.0,96.0,360.0,1.0,3315.0,8.106514516255185,4.574710978503383,0.26666666666666666,0.02895927601809955,1657.5,True,True,False,False,True,False,True
2,5819,5000.0,120.0,360.0,1.0,10819.0,9.289151552400472,4.795790545596741,0.3333333333333333,0.01109159811442832,3606.3333333333335,True,True,False,False,False,False,True
1,2510,1983.0,140.0,180.0,1.0,4493.0,8.410498452745275,4.948759890378168,0.7777777777777778,0.031159581571333184,2246.5,True,True,True,False,False,True,False
0,2965,5701.0,155.0,60.0,1.0,8666.0,9.067277989134345,5.049856007249537,2.5833333333333335,0.017885991230094624,8666.0,True,False,False,False,False,True,True
2,6250,1300.0,108.0,360.0,1.0,7550.0,8.929435283803425,4.6913478822291435,0.3,0.014304635761589404,2516.6666666666665,True,True,False,True,False,False,True
0,3406,4417.0,123.0,360.0,1.0,7823.0,8.964951211714654,4.820281565605037,0.3416666666666667,0.01572286846478333,7823.0,True,True,True,False,True,False,True
0,6050,4333.0,120.0,180.0,1.0,10383.0,9.248021438943871,4.795790545596741,0.6666666666666666,0.011557353366079168,10383.0,True,False,False,True,False,True,False
2,9703,0.0,112.0,360.0,1.0,9703.0,9.180293450623886,4.727387818712341,0.3111111111111111,0.011542821807688343,3234.3333333333335,True,True,False,False,False,True,True
1,6608,0.0,137.0,180.0,1.0,6608.0,8.796187635470453,4.927253685157205,0.7611111111111111,0.020732445520581115,3304.0,True,True,True,False,False,True,True
1,2882,1843.0,123.0,480.0,1.0,4725.0,8.460834457746854,4.820281565605037,0.25625,0.02603174603174603,2362.5,True,True,False,False,True,False,True
0,1809,1868.0,90.0,360.0,1.0,3677.0,8.210124405164267,4.51085950651685,0.25,0.024476475387544192,3677.0,True,True,False,False,False,True,True
0,1668,3890.0,201.0,360.0,0.0,5558.0,8.62317351495347,5.308267697401205,0.5583333333333333,0.0361640878013674,5558.0,True,True,True,False,True,False,False
2,3427,0.0,138.0,360.0,1.0,3427.0,8.13973227971767,4.9344739331306915,0.38333333333333336,0.040268456375838924,1142.3333333333333,False,False,False,False,False,True,False
0,2583,2167.0,104.0,360.0,1.0,4750.0,8.46611040118692,4.653960350157523,0.28888888888888886,0.021894736842105262,4750.0,True,False,True,True,False,False,True
1,2661,7101.0,279.0,180.0,1.0,9762.0,9.186355009225672,5.634789603169249,1.55,0.02858020897357099,4881.0,True,True,True,False,True,False,True
0,16250,0.0,192.0,360.0,0.0,16250.0,9.69590972432601,5.262690188904886,0.5333333333333333,0.011815384615384615,16250.0,True,False,False,True,False,True,False
3,3083,0.0,255.0,360.0,1.0,3083.0,8.03398273468322,5.545177444479562,0.7083333333333334,0.08271164450210834,770.75,False,False,False,False,False,False,True
0,6045,0.0,115.0,360.0,0.0,6045.0,8.707152175339404,4.7535901911063645,0.3194444444444444,0.01902398676592225,6045.0,True,False,True,False,False,False,False
3,5250,0.0,94.0,360.0,1.0,5250.0,8.566173813637858,4.553876891600541,0.2611111111111111,0.017904761904761906,1312.5,True,True,False,False,False,True,False
0,14683,2100.0,304.0,360.0,1.0,16783.0,9.728181330636078,5.720311776607412,0.8444444444444444,0.018113567300244295,16783.0,True,True,False,False,False,False,False
3,4931,0.0,128.0,360.0,1.0,4931.0,8.503499864284235,4.859812404361672,0.35555555555555557,0.02595822348408031,1232.75,True,True,True,False,True,False,False
1,6083,4250.0,330.0,360.0,1.0,10333.0,9.24319470884713,5.802118375377063,0.9166666666666666,0.03193651408109939,5166.5,True,True,False,False,False,True,True
0,2060,2209.0,134.0,360.0,1.0,4269.0,8.35936910622267,4.90527477843843,0.37222222222222223,0.03138908409463575,4269.0,True,False,False,False,True,False,True
1,3481,0.0,155.0,36.0,1.0,3481.0,8.155362120328135,5.049856007249537,4.305555555555555,0.04452743464521689,1740.5,False,False,False,False,True,False,False
0,7200,0.0,120.0,360.0,1.0,7200.0,8.881975184248867,4.795790545596741,0.3333333333333333,0.016666666666666666,7200.0,False,False,False,False,False,False,True
0,5166,0.0,128.0,360.0,1.0,5166.0,8.550047528287184,4.859812404361672,0.35555555555555557,0.024777390631049168,5166.0,True,False,False,True,True,False,True
0,4095,3447.0,151.0,360.0,1.0,7542.0,8.928375259853631,5.0238805208462765,0.41944444444444445,0.02002121453195439,7542.0,True,False,False,False,False,False,True
2,4708,1387.0,150.0,360.0,1.0,6095.0,8.715388097366482,5.017279836814924,0.4166666666666667,0.02461033634126333,2031.6666666666667,True,True,False,False,True,False,True
3,4333,1811.0,160.0,360.0,0.0,6144.0,8.723394022000136,5.081404364984463,0.4444444444444444,0.026041666666666668,1536.0,True,True,False,False,False,True,True
0,3418,0.0,135.0,360.0,1.0,3418.0,8.137103389639302,4.912654885736052,0.375,0.03949678174370977,3418.0,False,False,False,False,False,False,False
1,2876,1560.0,90.0,360.0,1.0,4436.0,8.39773375137891,4.51085950651685,0.25,0.02028854824165915,2218.0,False,False,False,False,False,True,True
0,3237,0.0,30.0,360.0,1.0,3237.0,8.08271113423758,3.4339872044851463,0.08333333333333333,0.009267840593141797,3237.0,False,False,False,False,False,True,True
0,11146,0.0,136.0,360.0,1.0,11146.0,9.318925682389624,4.919980925828125,0.37777777777777777,0.012201686703750225,11146.0,True,True,False,False,False,True,True
0,2833,1857.0,126.0,360.0,1.0,4690.0,8.453401058328458,4.844187086458591,0.35,0.026865671641791045,4690.0,True,False,False,False,False,False,True
0,2620,2223.0,150.0,360.0,1.0,4843.0,8.485496104672983,5.017279836814924,0.4166666666666667,0.03097253768325418,4843.0,True,True,False,False,True,False,True
2,3900,0.0,90.0,360.0,1.0,3900.0,8.268988209506656,4.51085950651685,0.25,0.023076923076923078,1300.0,True,True,False,False,True,False,True
1,2750,1842.0,115.0,360.0,1.0,4592.0,8.432288684325794,4.7535901911063645,0.3194444444444444,0.02504355400696864,2296.0,True,True,False,False,True,False,True
0,3993,3274.0,207.0,360.0,1.0,7267.0,8.891236429516061,5.337538079701318,0.575,0.02848493188385854,7267.0,True,True,False,False,True,False,True
0,3103,1300.0,80.0,360.0,1.0,4403.0,8.390268497842571,4.394449154672439,0.2222222222222222,0.018169429934135818,4403.0,True,True,False,False,False,True,True
0,14583,0.0,436.0,360.0,1.0,14583.0,9.5876803163585,6.07993319509559,1.211111111111111,0.02989782623602825,14583.0,True,True,False,False,True,False,True
0,4100,0.0,124.0,360.0,1.0,4100.0,8.31898612539206,4.8283137373023015,0.34444444444444444,0.03024390243902439,4100.0,False,True,True,False,False,False,True
1,4053,2426.0,158.0,360.0,0.0,6479.0,8.776475789346321,5.0689042022202315,0.4388888888888889,0.02438647939496836,3239.5,True,False,True,True,False,True,False
0,3927,800.0,112.0,360.0,1.0,4727.0,8.461257559085935,4.727387818712341,0.3111111111111111,0.0236936746350751,4727.0,True,True,False,False,True,False,True
2,2301,985.7999878,78.0,180.0,1.0,3286.7999878,8.097973923364721,4.3694478524670215,0.43333333333333335,0.023731288879615956,1095.5999959333333,True,True,False,False,False,True,True
0,1811,1666.0,54.0,360.0,1.0,3477.0,8.154212694914229,4.007333185232471,0.15,0.015530629853321829,3477.0,False,False,False,False,False,True,True
0,20667,0.0,128.0,360.0,1.0,20667.0,9.936341889407075,4.859812404361672,0.35555555555555557,0.006193448492766246,20667.0,True,True,False,False,False,False,False
0,3158,3053.0,89.0,360.0,1.0,6211.0,8.734238184268579,4.499809670330265,0.24722222222222223,0.014329415553051039,6211.0,True,False,False,False,False,False,True
0,2600,1717.0,99.0,300.0,1.0,4317.0,8.370547611074752,4.605170185988092,0.33,0.022932592077831826,4317.0,False,False,False,True,True,False,False
0,3704,2000.0,120.0,360.0,1.0,5704.0,8.649098262296176,4.795790545596741,0.3333333333333333,0.021037868162692847,5704.0,True,True,False,False,False,False,True
0,4124,0.0,115.0,360.0,1.0,4124.0,8.324821298768782,4.7535901911063645,0.3194444444444444,0.027885548011639186,4124.0,False,False,False,False,True,False,True
0,9508,0.0,187.0,360.0,1.0,9508.0,9.159993997539445,5.236441962829949,0.5194444444444445,0.019667648296171646,9508.0,True,False,False,False,False,False,True
0,3075,2416.0,139.0,360.0,1.0,5491.0,8.61104776688786,4.941642422609304,0.3861111111111111,0.025314150427973046,5491.0,True,True,False,False,False,False,True
2,4400,0.0,127.0,360.0,0.0,4400.0,8.38958706681109,4.852030263919617,0.3527777777777778,0.028863636363636362,1466.6666666666667,True,True,False,False,True,False,False
2,3153,1560.0,134.0,360.0,1.0,4713.0,8.458292083496076,4.90527477843843,0.37222222222222223,0.028431996605134735,1571.0,True,True,False,False,False,True,True
0,5417,0.0,143.0,480.0,0.0,5417.0,8.59748202264504,4.969813299576001,0.29791666666666666,0.026398375484585564,5417.0,False,False,False,False,False,True,False
0,2383,3334.0,172.0,360.0,1.0,5717.0,8.651374372882257,5.153291594497779,0.4777777777777778,0.03008570928808816,5717.0,True,True,False,False,True,False,True
3,4416,1250.0,110.0,360.0,1.0,5666.0,8.64241515616962,4.709530201312334,0.3055555555555556,0.01941404871161313,1416.5,True,True,False,False,False,True,True
1,6875,0.0,200.0,360.0,1.0,6875.0,8.83579236650274,5.303304908059076,0.5555555555555556,0.02909090909090909,3437.5,True,True,False,False,True,False,True
1,4666,0.0,135.0,360.0,1.0,4666.0,8.448271745949816,4.912654885736052,0.375,0.028932704672096014,2333.0,False,True,False,False,False,True,True
0,5000,2541.0,151.0,480.0,1.0,7541.0,8.928242677818302,5.0238805208462765,0.3145833333333333,0.020023869513327144,7541.0,False,False,False,False,False,False,False
1,2014,2925.0,113.0,360.0,1.0,4939.0,8.505120610181969,4.736198448394496,0.3138888888888889,0.02287912532901397,2469.5,True,True,False,False,False,True,False
0,1800,2934.0,93.0,360.0,0.0,4734.0,8.462737005620179,4.543294782270004,0.25833333333333336,0.01964512040557668,4734.0,True,True,True,False,False,True,False
0,2875,1750.0,105.0,360.0,1.0,4625.0,8.439447842791385,4.663439094112067,0.2916666666666667,0.022702702702702703,4625.0,True,True,True,False,True,False,True
0,5000,0.0,132.0,360.0,1.0,5000.0,8.517393171418904,4.890349128221754,0.36666666666666664,0.0264,5000.0,False,False,False,False,False,False,True
1,1625,1803.0,96.0,360.0,1.0,3428.0,8.14002395246292,4.574710978503383,0.26666666666666666,0.028004667444574097,1714.0,True,True,False,False,False,True,True
0,4000,2500.0,140.0,360.0,1.0,6500.0,8.77971129020447,4.948759890378168,0.3888888888888889,0.021538461538461538,6500.0,True,False,False,False,False,False,True
0,2000,0.0,128.0,360.0,1.0,2000.0,7.601402334583733,4.859812404361672,0.35555555555555557,0.064,2000.0,True,False,True,False,False,True,False
0,3762,1666.0,135.0,360.0,1.0,5428.0,8.599510233905452,4.912654885736052,0.375,0.024871039056742816,5428.0,False,False,False,False,False,False,True
0,2400,1863.0,104.0,360.0,0.0,4263.0,8.357962965845681,4.653960350157523,0.28888888888888886,0.02439596528266479,4263.0,False,False,False,False,False,True,False
0,20233,0.0,480.0,360.0,1.0,20233.0,9.915119636765835,6.175867270105761,1.3333333333333333,0.02372361982899224,20233.0,True,False,False,False,False,False,False
2,7667,0.0,185.0,360.0,1.0,7667.0,8.944811104165534,5.225746673713202,0.5138888888888888,0.024129385678883526,2555.6666666666665,True,True,True,False,False,False,True
0,2917,0.0,84.0,360.0,1.0,2917.0,7.978653729082731,4.442651256490317,0.23333333333333334,0.028796708947548853,2917.0,False,False,False,False,True,False,True
0,2927,2405.0,111.0,360.0,1.0,5332.0,8.581669210600602,4.718498871295094,0.30833333333333335,0.020817704426106528,5332.0,True,False,True,False,True,False,True
0,2507,0.0,56.0,360.0,1.0,2507.0,7.827240901752812,4.04305126783455,0.15555555555555556,0.022337455125648185,2507.0,False,False,False,False,False,False,True
2,5746,0.0,144.0,84.0,1.0,5746.0,8.656433258507741,4.976733742420574,1.7142857142857142,0.025060911938739994,1915.3333333333333,True,True,False,True,False,False,True
0,2473,1843.0,159.0,360.0,1.0,4316.0,8.370315995555478,5.075173815233827,0.44166666666666665,0.036839666357738644,4316.0,True,True,False,False,False,False,False
1,3399,1640.0,111.0,180.0,1.0,5039.0,8.525161361065415,4.718498871295094,0.6166666666666667,0.022028180194483032,2519.5,True,True,True,False,False,True,True
2,3717,0.0,120.0,360.0,1.0,3717.0,8.220941168281389,4.795790545596741,0.3333333333333333,0.03228410008071025,1239.0,True,True,False,False,True,False,True
0,2058,2134.0,88.0,360.0,1.0,4192.0,8.341171747170762,4.48863636973214,0.24444444444444444,0.02099236641221374,4192.0,True,True,False,False,False,True,True
1,3541,0.0,112.0,360.0,1.0,3541.0,8.17244681834278,4.727387818712341,0.3111111111111111,0.031629483196837054,1770.5,False,False,False,False,True,False,True
1,10000,0.0,155.0,360.0,1.0,10000.0,9.210440366976517,5.049856007249537,0.4305555555555556,0.0155,5000.0,True,True,False,True,False,False,False
0,2400,2167.0,115.0,360.0,1.0,4567.0,8.426830751335846,4.7535901911063645,0.3194444444444444,0.025180643748631486,4567.0,True,True,False,False,True,False,True
3,4342,189.0,124.0,360.0,1.0,4531.0,8.418918622147897,4.8283137373023015,0.34444444444444444,0.027367027146325315,1132.75,True,True,False,False,True,False,True
2,3601,1590.0,128.0,360.0,1.0,5191.0,8.554874258383926,4.859812404361672,0.35555555555555557,0.024658062030437296,1730.3333333333333,True,True,True,False,False,False,True
0,3166,2985.0,132.0,360.0,1.0,6151.0,8.72453251118548,4.890349128221754,0.36666666666666664,0.021459925215412127,6151.0,False,False,False,False,False,False,True
3,15000,0.0,300.0,360.0,1.0,15000.0,9.61587214452889,5.707110264748875,0.8333333333333334,0.02,3750.0,True,True,False,False,False,False,True
1,8666,4983.0,376.0,360.0,0.0,13649.0,9.521494800613105,5.932245187448011,1.0444444444444445,0.027547805700051286,6824.5,True,True,False,True,False,False,False
0,4917,0.0,130.0,360.0,0.0,4917.0,8.500657222776137,4.875197323201151,0.3611111111111111,0.026438885499288182,4917.0,True,False,False,False,False,False,True
0,5818,2160.0,184.0,360.0,1.0,7978.0,8.984568369308281,5.220355825078324,0.5111111111111111,0.023063424417147156,7978.0,True,True,False,True,True,False,True
0,4333,2451.0,110.0,360.0,1.0,6784.0,8.82246957226897,4.709530201312334,0.3055555555555556,0.016214622641509434,6784.0,False,True,False,False,False,True,False
0,2500,0.0,67.0,360.0,1.0,2500.0,7.824445930877619,4.219507705176107,0.18611111111111112,0.0268,2500.0,False,False,False,False,False,True,True
1,4384,1793.0,117.0,360.0,1.0,6177.0,8.728749873478527,4.770684624465665,0.325,0.01894123360854784,3088.5,True,False,False,False,False,True,True
0,2935,0.0,98.0,360.0,1.0,2935.0,7.984803389734406,4.59511985013459,0.2722222222222222,0.03339011925042589,2935.0,True,False,False,False,True,False,True
0,2833,0.0,71.0,360.0,1.0,2833.0,7.949444420250626,4.276666119016055,0.19722222222222222,0.025061771973173313,2833.0,True,False,False,False,False,True,True
0,63337,0.0,490.0,180.0,1.0,63337.0,11.056240743970491,6.19644412779452,2.7222222222222223,0.007736394208756335,63337.0,True,True,False,False,False,True,True
1,9833,1833.0,182.0,180.0,1.0,11666.0,9.364519622823858,5.209486152841421,1.011111111111111,0.015600891479513115,5833.0,True,True,False,True,False,True,True
0,5503,4490.0,70.0,360.0,1.0,9993.0,9.20974019190415,4.2626798770413155,0.19444444444444445,0.007004903432402682,9993.0,True,True,False,True,True,False,True
1,5250,688.0,160.0,360.0,1.0,5938.0,8.68929604801586,5.081404364984463,0.4444444444444444,0.02694509936005389,2969.0,True,True,False,False,False,False,True
2,2500,4600.0,176.0,360.0,1.0,7100.0,8.867990898182093,5.176149732573829,0.4888888888888889,0.024788732394366197,2366.6666666666665,True,True,False,True,False,False,True
3,1830,0.0,128.0,360.0,0.0,1830.0,7.5126175446745105,4.859812404361672,0.35555555555555557,0.06994535519125683,457.5,False,False,True,False,False,True,False
0,4160,0.0,71.0,360.0,1.0,4160.0,8.333510708982942,4.276666119016055,0.19722222222222222,0.01706730769230769,4160.0,False,False,False,False,True,False,True
3,2647,1587.0,173.0,360.0,1.0,4234.0,8.351138607086154,5.159055299214529,0.48055555555555557,0.040859707132735006,1058.5,True,True,True,False,False,False,False
0,2378,0.0,46.0,360.0,1.0,2378.0,7.774435510302958,3.8501476017100584,0.12777777777777777,0.01934398654331371,2378.0,False,False,False,False,False,False,False
1,4554,1229.0,158.0,360.0,1.0,5783.0,8.6628507638386,5.0689042022202315,0.4388888888888889,0.027321459450112398,2891.5,True,True,True,False,False,True,True
3,3173,0.0,74.0,360.0,1.0,3173.0,8.062747901086354,4.31748811353631,0.20555555555555555,0.023321777497636306,793.25,True,True,True,False,True,False,True
2,2583,2330.0,125.0,360.0,1.0,4913.0,8.499843553081124,4.836281906951478,0.3472222222222222,0.0254427030327702,1637.6666666666667,True,True,False,False,False,False,True
0,2499,2458.0,160.0,360.0,1.0,4957.0,8.508757712595136,5.081404364984463,0.4444444444444444,0.03227758725035303,4957.0,True,True,False,False,True,False,True
